invoice_id,customer_id,service_id,billing_period_start,billing_period_end,pricing_tier,currency,subtotal_amount,discount_amount,tax_amount,total_amount,payment_method
INV00001329,CUST00296,SRV000138,2021-10-12,2021-11-10,Standard,MYR,207.45,31.74,10.54,186.25,Bank Transfer
INV00001330,CUST00506,SRV001068,2019-09-06,2019-10-05,Premium,MYR,579.92,41.2,32.32,571.04,E Wallet
INV00001331,CUST00099,SRV001115,2021-03-11,2021-04-09,Premium,MYR,751.54,11.78,44.39,784.15,E Wallet
INV00001332,CUST00262,SRV001110,2021-10-05,2021-11-03,Premium,MYR,726.76,49.86,40.61,717.51,Credit Card
INV00001333,CUST00549,SRV001393,2020-05-21,2020-06-19,Premium,MYR,1201.46,7.02,71.67,1266.11,Bank Transfer
INV00001334,CUST01130,SRV001373,2019-02-08,2019-03-09,Premium,MYR,343.26,15.82,19.65,347.09,E Wallet
INV00001335,CUST00998,SRV000733,2025-03-29,2025-04-27,Enterprise,MYR,325.78,3.19,19.36,341.95,Bank Transfer
INV00001336,CUST00193,SRV000143,2019-11-19,2019-12-18,Premium,MYR,376.64,45.5,19.87,351.01,Bank Transfer
INV00001337,CUST00352,SRV000925,2021-08-28,2021-09-26,Premium,MYR,880.38,12.45,52.08,920.01,Direct Debit
INV00001338,CUST00791,SRV001159,2020-08-15,2020-09-13,Enterprise,MYR,411.3,40.36,22.26,393.2,E Wallet
INV00001339,CUST00520,SRV001359,2022-01-28,2022-02-26,Basic,MYR,43.63,35.12,0.51,9.02,Bank Transfer
INV00001340,CUST00063,SRV001276,2023-05-03,2023-06-01,Basic,MYR,105.76,23.74,4.92,86.94,E Wallet
INV00001341,CUST00674,SRV000707,2019-11-15,2019-12-14,Premium,MYR,319.88,0.5,19.16,338.54,FPX
INV00001342,CUST00807,SRV000091,2020-09-25,2020-10-24,Premium,MYR,2137.24,31.1,126.37,2232.51,Credit Card
INV00001343,CUST00840,SRV000748,2024-07-10,2024-08-08,Premium,MYR,155.38,44.75,6.64,117.27,FPX
INV00001344,CUST00425,SRV001261,2021-01-27,2021-02-25,Standard,MYR,106.07,47.54,3.51,62.04,Direct Debit
INV00001345,CUST00700,SRV000184,2019-01-17,2019-02-15,Enterprise,MYR,1305.2,24.04,76.87,1358.03,FPX
INV00001346,CUST00953,SRV000451,2019-11-25,2019-12-24,Basic,MYR,206.79,48.51,9.5,167.78,Bank Transfer
INV00001347,CUST00729,SRV000656,2022-03-05,2022-04-03,Enterprise,MYR,902.31,2.62,53.98,953.67,Direct Debit
INV00001348,CUST00351,SRV000365,2024-03-28,2024-04-26,Enterprise,MYR,949.43,19.56,55.79,985.66,FPX
INV00001349,CUST01126,SRV001262,2024-02-18,2024-03-18,Premium,MYR,506.11,27.87,28.69,506.93,Credit Card
INV00001350,CUST01083,SRV001122,2019-11-16,2019-12-15,Enterprise,MYR,2347.7,1.36,140.78,2487.12,Credit Card
INV00001351,CUST00399,SRV000004,2020-05-02,2020-05-31,Premium,MYR,2954.99,34.97,175.2,3095.22,Credit Card
INV00001352,CUST01076,SRV001419,2022-02-27,2022-03-28,Basic,MYR,46.28,15.51,1.85,32.62,Bank Transfer
INV00001353,CUST00828,SRV000632,2022-08-28,2022-09-26,Basic,MYR,55.98,24.56,1.89,33.31,Direct Debit
INV00001354,CUST01113,SRV000290,2020-08-13,2020-09-11,Standard,MYR,137.13,18.32,7.13,125.94,Bank Transfer
INV00001355,CUST00981,SRV001491,2021-03-05,2021-04-03,Standard,MYR,189.56,9.44,10.81,190.93,Credit Card
INV00001356,CUST00168,SRV000276,2018-11-13,2018-12-12,Premium,MYR,619.67,22.6,35.82,632.89,FPX
INV00001357,CUST00374,SRV000673,2022-04-10,2022-05-09,Premium,MYR,237.07,38.87,11.89,210.09,Bank Transfer
INV00001358,CUST00661,SRV001285,2025-03-01,2025-03-30,Premium,MYR,523.21,1.3,31.31,553.22,E Wallet
INV00001359,CUST00100,SRV000428,2025-03-26,2025-04-24,Premium,MYR,599.24,5.29,35.64,629.59,Credit Card
INV00001360,CUST00315,SRV000107,2021-07-17,2021-08-15,Premium,MYR,152.5,38.1,6.86,121.26,Credit Card
INV00001361,CUST00912,SRV000113,2021-09-04,2021-10-03,Enterprise,MYR,262.01,17.08,14.7,259.63,Direct Debit
INV00001362,CUST00941,SRV000918,2025-02-22,2025-03-23,Premium,MYR,235.15,5.72,13.77,243.2,Direct Debit
INV00001363,CUST00445,SRV000884,2022-04-17,2022-05-16,Standard,MYR,100.68,2.79,5.87,103.76,Credit Card
INV00001364,CUST00376,SRV001244,2021-01-30,2021-02-28,Basic,MYR,54.4,46.59,0.47,8.28,Direct Debit
INV00001365,CUST00983,SRV000434,2024-03-02,2024-03-31,Premium,MYR,667.89,7.92,39.6,699.57,FPX
INV00001366,CUST00999,SRV000212,2025-09-03,2025-10-02,Standard,MYR,171.88,41.78,7.81,137.91,Direct Debit
INV00001367,CUST00063,SRV001276,2024-07-26,2024-08-24,Basic,MYR,102.54,8.21,5.66,99.99,E Wallet
INV00001368,CUST01092,SRV000586,2023-02-01,2023-03-02,Premium,MYR,214.13,10.4,12.22,215.95,Direct Debit
INV00001369,CUST00923,SRV000621,2025-06-28,2025-07-27,Enterprise,MYR,515.12,31.95,28.99,512.16,Credit Card
INV00001370,CUST00736,SRV000753,2021-11-07,2021-12-06,Enterprise,MYR,717.09,3.2,42.83,756.72,Credit Card
INV00001371,CUST00967,SRV000351,2024-07-02,2024-07-31,Enterprise,MYR,1298.47,1.64,77.81,1374.64,FPX
INV00001372,CUST00131,SRV001161,2019-07-06,2019-08-04,Enterprise,MYR,297.61,14.93,16.96,299.64,FPX
INV00001373,CUST00330,SRV000747,2019-11-13,2019-12-12,Standard,MYR,171.83,9.8,9.72,171.75,FPX
INV00001374,CUST00980,SRV000926,2022-01-22,2022-02-20,Premium,MYR,376.75,20.87,21.35,377.23,Direct Debit
INV00001375,CUST01053,SRV000599,2025-03-12,2025-04-10,Standard,MYR,145.3,45.49,5.99,105.8,FPX
INV00001376,CUST01044,SRV001020,2019-10-23,2019-11-21,Enterprise,MYR,1958.89,44.93,114.84,2028.8,E Wallet
INV00001377,CUST00133,SRV000663,2024-08-27,2024-09-25,Enterprise,MYR,465.97,0.22,27.95,493.7,E Wallet
INV00001378,CUST00602,SRV000241,2019-12-04,2020-01-02,Enterprise,MYR,1320.04,47.05,76.38,1349.37,Bank Transfer
INV00001379,CUST00041,SRV000108,2020-03-02,2020-03-31,Enterprise,MYR,1997.69,38.7,117.54,2076.53,FPX
INV00001380,CUST00673,SRV000847,2018-12-29,2019-01-27,Basic,MYR,56.29,3.33,3.18,56.14,FPX
INV00001381,CUST00824,SRV000767,2020-12-18,2021-01-16,Basic,MYR,51.82,15.65,2.17,38.34,Direct Debit
INV00001382,CUST00238,SRV000282,2023-11-17,2023-12-16,Standard,MYR,219.18,0.14,13.14,232.18,Direct Debit
INV00001383,CUST00149,SRV000340,2020-03-12,2020-04-10,Premium,MYR,251.16,30.52,13.24,233.88,Credit Card
INV00001384,CUST00886,SRV001265,2023-09-07,2023-10-06,Basic,MYR,39.93,36.47,0.21,3.67,Credit Card
INV00001385,CUST00791,SRV000097,2020-12-20,2021-01-18,Basic,MYR,44.99,19.87,1.51,26.63,E Wallet
INV00001386,CUST00023,SRV000014,2022-08-10,2022-09-08,Enterprise,MYR,486.48,35.21,27.08,478.35,Credit Card
INV00001387,CUST00891,SRV000376,2023-10-29,2023-11-27,Basic,MYR,46.43,35.8,0.64,11.27,Direct Debit
INV00001388,CUST00208,SRV000210,2025-09-16,2025-10-15,Enterprise,MYR,629.31,42.95,35.18,621.54,FPX
INV00001389,CUST00916,SRV001290,2021-07-11,2021-08-09,Basic,MYR,42.26,31.97,0.62,10.91,Credit Card
INV00001390,CUST00053,SRV000324,2019-05-14,2019-06-12,Standard,MYR,134.24,9.22,7.5,132.52,Credit Card
INV00001391,CUST01137,SRV000460,2021-12-01,2021-12-30,Basic,MYR,104.24,40.85,3.8,67.19,FPX
INV00001392,CUST00789,SRV001478,2022-12-21,2023-01-19,Basic,MYR,44.31,41.01,0.2,3.5,Direct Debit
INV00001393,CUST00168,SRV000276,2019-09-09,2019-10-08,Enterprise,MYR,308.26,47.82,15.63,276.07,FPX
INV00001394,CUST00063,SRV000197,2023-10-10,2023-11-08,Standard,MYR,136.91,42.65,5.66,99.92,E Wallet
INV00001395,CUST00195,SRV001291,2019-01-10,2019-02-08,Standard,MYR,215.81,6.58,12.55,221.78,E Wallet
INV00001396,CUST00925,SRV001224,2024-09-08,2024-10-07,Premium,MYR,147.49,40.27,6.43,113.65,E Wallet
INV00001397,CUST00758,SRV001226,2021-07-14,2021-08-12,Enterprise,MYR,490.69,31.6,27.55,486.64,Bank Transfer
INV00001398,CUST00902,SRV000465,2021-10-12,2021-11-10,Enterprise,MYR,1926.2,31.37,113.69,2008.52,Credit Card
INV00001399,CUST00925,SRV001235,2025-07-26,2025-08-24,Premium,MYR,763.23,17.37,44.75,790.61,E Wallet
INV00001400,CUST00640,SRV000714,2023-08-02,2023-08-31,Enterprise,MYR,386.1,27.51,21.52,380.11,Credit Card
INV00001401,CUST00067,SRV000970,2022-04-22,2022-05-21,Enterprise,MYR,697.92,49.57,38.9,687.25,Bank Transfer
INV00001402,CUST00310,SRV001171,2023-04-11,2023-05-10,Premium,MYR,285.47,4.49,16.86,297.84,E Wallet
INV00001403,CUST00943,SRV001367,2021-10-17,2021-11-15,Standard,MYR,198.98,3.16,11.75,207.57,FPX
INV00001404,CUST00934,SRV000163,2020-08-05,2020-09-03,Enterprise,MYR,510.46,21.18,29.36,518.64,Bank Transfer
INV00001405,CUST00533,SRV000053,2022-05-07,2022-06-05,Premium,MYR,2823.3,2.69,169.24,2989.85,Direct Debit
INV00001406,CUST00986,SRV001372,2023-02-14,2023-03-15,Standard,MYR,229.35,37.57,11.51,203.29,E Wallet
INV00001407,CUST00700,SRV001240,2020-12-14,2021-01-12,Basic,MYR,46.79,42.48,0.26,4.57,FPX
INV00001408,CUST00913,SRV001267,2022-10-13,2022-11-11,Enterprise,MYR,2749.68,48.11,162.09,2863.66,FPX
INV00001409,CUST00485,SRV000127,2018-11-24,2018-12-23,Enterprise,MYR,551.05,18.35,31.96,564.66,Direct Debit
INV00001410,CUST00812,SRV001065,2018-09-04,2018-10-03,Enterprise,MYR,742.2,49.6,41.56,734.16,Credit Card
INV00001411,CUST00998,SRV000733,2025-09-25,2025-10-24,Enterprise,MYR,259.22,0.82,15.5,273.9,Bank Transfer
INV00001412,CUST00279,SRV000614,2019-11-28,2019-12-27,Premium,MYR,1078.68,45.24,62.01,1095.45,E Wallet
INV00001413,CUST00700,SRV000184,2020-05-11,2020-06-09,Premium,MYR,908.95,46.31,51.76,914.4,FPX
INV00001414,CUST01072,SRV000834,2023-05-11,2023-06-09,Enterprise,MYR,941.36,41.66,53.98,953.68,E Wallet
INV00001415,CUST00708,SRV001121,2024-04-28,2024-05-27,Basic,MYR,108.73,1.74,6.42,113.41,Credit Card
INV00001416,CUST00678,SRV000765,2021-06-16,2021-07-15,Basic,MYR,41.39,49.63,-0.49,-8.73,Direct Debit
INV00001417,CUST00475,SRV000248,2021-11-13,2021-12-12,Premium,MYR,945.9,22.9,55.38,978.38,FPX
INV00001418,CUST00524,SRV000917,2022-03-30,2022-04-28,Enterprise,MYR,787.9,49.12,44.33,783.11,Bank Transfer
INV00001419,CUST00853,SRV000907,2022-02-28,2022-03-29,Premium,MYR,161.87,1.48,9.62,170.01,Bank Transfer
INV00001420,CUST00847,SRV001397,2021-05-29,2021-06-27,Basic,MYR,40.85,33.52,0.44,7.77,Bank Transfer
INV00001421,CUST01133,SRV001203,2025-07-01,2025-07-30,Premium,MYR,1028.14,18.25,60.59,1070.48,FPX
INV00001422,CUST00582,SRV000206,2021-09-05,2021-10-04,Basic,MYR,55.34,13.13,2.53,44.74,E Wallet
INV00001423,CUST00786,SRV001140,2020-03-31,2020-04-29,Premium,MYR,439.13,15.66,25.41,448.88,Credit Card
INV00001424,CUST00763,SRV000738,2023-07-02,2023-07-31,Premium,MYR,155.9,8.01,8.87,156.76,Credit Card
INV00001425,CUST00988,SRV000949,2022-09-11,2022-10-10,Premium,MYR,600.56,29.15,34.28,605.69,Direct Debit
INV00001426,CUST00660,SRV000270,2024-10-26,2024-11-24,Enterprise,MYR,978.76,32.81,56.76,1002.71,FPX
INV00001427,CUST00869,SRV000768,2025-09-04,2025-10-03,Enterprise,MYR,538.72,21.75,31.02,547.99,FPX
INV00001428,CUST00577,SRV000043,2025-08-21,2025-09-19,Basic,MYR,51.9,24.87,1.62,28.65,Credit Card
INV00001429,CUST00681,SRV000255,2019-05-31,2019-06-29,Premium,MYR,420.62,11.27,24.56,433.91,FPX
INV00001430,CUST00478,SRV000158,2024-12-21,2025-01-19,Basic,MYR,159.81,31.2,7.72,136.33,Direct Debit
INV00001431,CUST00303,SRV000531,2019-03-10,2019-04-08,Enterprise,MYR,529.3,16.72,30.75,543.33,Direct Debit
INV00001432,CUST01186,SRV000962,2019-11-11,2019-12-10,Enterprise,MYR,540.59,44.04,29.79,526.34,Credit Card
INV00001433,CUST00885,SRV001152,2020-01-31,2020-02-29,Enterprise,MYR,280.28,23.83,15.39,271.84,Direct Debit
INV00001434,CUST00111,SRV001162,2025-02-09,2025-03-10,Enterprise,MYR,969.93,4.25,57.94,1023.62,Bank Transfer
INV00001435,CUST00837,SRV001500,2019-10-18,2019-11-16,Enterprise,MYR,1357.78,26.44,79.88,1411.22,Bank Transfer
INV00001436,CUST00700,SRV000006,2019-03-16,2019-04-14,Premium,MYR,559.42,33.12,31.58,557.88,FPX
INV00001437,CUST00626,SRV001444,2023-10-18,2023-11-16,Basic,MYR,40.75,36.04,0.28,4.99,Direct Debit
INV00001438,CUST00791,SRV000479,2020-04-04,2020-05-03,Enterprise,MYR,1340.64,46.81,77.63,1371.46,E Wallet
INV00001439,CUST00122,SRV000427,2018-11-27,2018-12-26,Basic,MYR,204.96,8.32,11.8,208.44,Credit Card
INV00001440,CUST00960,SRV000167,2024-01-17,2024-02-15,Premium,MYR,104.98,23.27,4.9,86.61,Credit Card
INV00001441,CUST00336,SRV000202,2025-03-12,2025-04-10,Basic,MYR,48.79,24.26,1.47,26.0,Direct Debit
INV00001442,CUST01031,SRV001233,2024-06-16,2024-07-15,Standard,MYR,196.2,25.49,10.24,180.95,FPX
INV00001443,CUST00513,SRV001263,2021-06-06,2021-07-05,Standard,MYR,230.0,36.23,11.63,205.4,Direct Debit
INV00001444,CUST00047,SRV000394,2020-09-10,2020-10-09,Premium,MYR,424.48,2.53,25.32,447.27,E Wallet
INV00001445,CUST01106,SRV001040,2024-07-02,2024-07-31,Premium,MYR,2697.97,15.26,160.96,2843.67,FPX
INV00001446,CUST00966,SRV001064,2022-11-30,2022-12-29,Standard,MYR,232.38,5.61,13.61,240.38,FPX
INV00001447,CUST00103,SRV001006,2020-08-05,2020-09-03,Premium,MYR,420.0,12.77,24.43,431.66,Credit Card
INV00001448,CUST00941,SRV000724,2025-05-05,2025-06-03,Standard,MYR,421.25,1.72,25.17,444.7,Direct Debit
INV00001449,CUST00092,SRV000596,2019-08-17,2019-09-15,Enterprise,MYR,794.56,29.56,45.9,810.9,E Wallet
INV00001450,CUST00881,SRV000031,2023-06-17,2023-07-16,Premium,MYR,482.29,8.2,28.45,502.54,E Wallet
INV00001451,CUST01176,SRV000564,2025-10-09,2025-11-07,Enterprise,MYR,256.83,6.22,15.04,265.65,E Wallet
INV00001452,CUST01102,SRV001339,2023-12-16,2024-01-14,Premium,MYR,305.06,24.61,16.83,297.28,Direct Debit
INV00001453,CUST00876,SRV000565,2024-04-18,2024-05-17,Enterprise,MYR,172.7,49.35,7.4,130.75,E Wallet
INV00001454,CUST00004,SRV000122,2021-03-27,2021-04-25,Enterprise,MYR,946.17,16.6,55.77,985.34,Direct Debit
INV00001455,CUST00751,SRV001309,2024-06-24,2024-07-23,Enterprise,MYR,295.1,12.3,16.97,299.77,E Wallet
INV00001456,CUST00630,SRV000712,2025-09-30,2025-10-29,Premium,MYR,1521.26,8.16,90.79,1603.89,Credit Card
INV00001457,CUST00009,SRV000333,2020-09-23,2020-10-22,Premium,MYR,558.31,16.73,32.49,574.07,Bank Transfer
INV00001458,CUST00727,SRV000320,2025-03-23,2025-04-21,Premium,MYR,321.21,49.96,16.27,287.52,FPX
INV00001459,CUST00565,SRV000828,2020-01-01,2020-01-30,Premium,MYR,320.14,47.65,16.35,288.84,FPX
INV00001460,CUST01055,SRV000018,2022-08-20,2022-09-18,Premium,MYR,421.09,2.18,25.13,444.04,Credit Card
INV00001461,CUST00849,SRV000281,2023-03-21,2023-04-19,Premium,MYR,324.09,22.85,18.07,319.31,E Wallet
INV00001462,CUST00664,SRV001345,2025-08-06,2025-09-04,Enterprise,MYR,569.82,31.84,32.28,570.26,E Wallet
INV00001463,CUST00157,SRV000692,2022-07-06,2022-08-04,Standard,MYR,206.22,41.41,9.89,174.7,Direct Debit
INV00001464,CUST00003,SRV000262,2024-02-25,2024-03-25,Basic,MYR,224.55,16.63,12.48,220.4,Direct Debit
INV00001465,CUST00072,SRV001297,2022-05-19,2022-06-17,Premium,MYR,305.88,12.81,17.58,310.65,FPX
INV00001466,CUST00197,SRV001241,2023-01-07,2023-02-05,Standard,MYR,129.81,6.63,7.39,130.57,E Wallet
INV00001467,CUST00964,SRV001154,2018-05-30,2018-06-28,Enterprise,MYR,1771.84,29.27,104.55,1847.12,FPX
INV00001468,CUST00453,SRV001216,2019-02-05,2019-03-06,Enterprise,MYR,553.05,45.57,30.45,537.93,E Wallet
INV00001469,CUST00569,SRV001196,2025-08-19,2025-09-17,Enterprise,MYR,383.04,14.74,22.1,390.4,Credit Card
INV00001470,CUST00205,SRV000301,2020-12-21,2021-01-19,Premium,MYR,575.5,12.54,33.78,596.74,E Wallet
INV00001471,CUST01180,SRV000628,2020-02-15,2020-03-15,Premium,MYR,782.1,18.04,45.84,809.9,Credit Card
INV00001472,CUST00307,SRV000473,2021-09-20,2021-10-19,Premium,MYR,334.72,47.07,17.26,304.91,Direct Debit
INV00001473,CUST00269,SRV000787,2025-02-19,2025-03-20,Basic,MYR,41.02,14.18,1.61,28.45,Bank Transfer
INV00001474,CUST01020,SRV000530,2023-06-28,2023-07-27,Enterprise,MYR,2234.41,18.16,132.97,2349.22,FPX
INV00001475,CUST01145,SRV000634,2025-11-21,2025-12-20,Premium,MYR,1237.68,36.96,72.04,1272.76,Direct Debit
INV00001476,CUST00599,SRV000328,2025-02-25,2025-03-26,Premium,MYR,607.15,25.58,34.89,616.46,Bank Transfer
INV00001477,CUST00721,SRV001047,2025-05-10,2025-06-08,Standard,MYR,110.37,43.23,4.03,71.17,Bank Transfer
INV00001478,CUST00221,SRV001148,2019-10-09,2019-11-07,Premium,MYR,1363.59,12.5,81.07,1432.16,Direct Debit
INV00001479,CUST00589,SRV000169,2025-12-18,2026-01-16,Enterprise,MYR,401.83,11.88,23.4,413.35,FPX
INV00001480,CUST00370,SRV001221,2024-09-07,2024-10-06,Standard,MYR,410.74,35.15,22.54,398.13,E Wallet
INV00001481,CUST00886,SRV001265,2024-01-05,2024-02-03,Basic,MYR,45.8,26.35,1.17,20.62,Credit Card
INV00001482,CUST00425,SRV001261,2020-12-28,2021-01-26,Standard,MYR,113.55,44.77,4.13,72.91,Direct Debit
INV00001483,CUST00529,SRV000272,2021-11-15,2021-12-14,Enterprise,MYR,629.58,49.93,34.78,614.43,Bank Transfer
INV00001484,CUST00269,SRV000515,2024-08-03,2024-09-01,Basic,MYR,106.72,8.21,5.91,104.42,Bank Transfer
INV00001485,CUST00310,SRV000650,2023-08-02,2023-08-31,Premium,MYR,1131.55,42.59,65.34,1154.3,E Wallet
INV00001486,CUST00886,SRV001388,2023-04-21,2023-05-20,Standard,MYR,234.44,9.3,13.51,238.65,Credit Card
INV00001487,CUST00867,SRV000973,2024-02-08,2024-03-08,Premium,MYR,299.23,43.25,15.36,271.34,E Wallet
INV00001488,CUST00139,SRV000933,2020-12-15,2021-01-13,Premium,MYR,438.96,45.7,23.6,416.86,Direct Debit
INV00001489,CUST00878,SRV001228,2025-01-30,2025-02-28,Basic,MYR,45.91,41.15,0.29,5.05,E Wallet
INV00001490,CUST01074,SRV000101,2025-09-07,2025-10-06,Premium,MYR,1312.67,11.81,78.05,1378.91,Bank Transfer
INV00001491,CUST00406,SRV000481,2021-05-26,2021-06-24,Premium,MYR,475.2,10.49,27.88,492.59,FPX
INV00001492,CUST00973,SRV000764,2018-08-31,2018-09-29,Basic,MYR,188.77,26.55,9.73,171.95,Direct Debit
INV00001493,CUST00306,SRV001085,2020-12-16,2021-01-14,Basic,MYR,58.35,23.0,2.12,37.47,Credit Card
INV00001494,CUST00402,SRV000730,2023-12-23,2024-01-21,Basic,MYR,57.58,44.63,0.78,13.73,Direct Debit
INV00001495,CUST00157,SRV000368,2021-10-07,2021-11-05,Premium,MYR,406.85,4.38,24.15,426.62,Direct Debit
INV00001496,CUST00310,SRV001237,2022-02-10,2022-03-11,Premium,MYR,451.61,36.36,24.91,440.16,E Wallet
INV00001497,CUST00112,SRV001141,2025-06-06,2025-07-05,Basic,MYR,45.93,25.37,1.23,21.79,E Wallet
INV00001498,CUST00075,SRV001446,2025-08-21,2025-09-19,Basic,MYR,220.67,45.6,10.5,185.57,FPX
INV00001499,CUST01031,SRV001233,2024-12-13,2025-01-11,Premium,MYR,191.69,6.01,11.14,196.82,FPX
INV00001500,CUST00572,SRV001456,2019-06-25,2019-07-24,Premium,MYR,335.45,39.0,17.79,314.24,Direct Debit
INV00001501,CUST00636,SRV000005,2020-05-27,2020-06-25,Standard,MYR,200.38,32.9,10.05,177.53,Bank Transfer
INV00001502,CUST00762,SRV001205,2025-03-25,2025-04-23,Basic,MYR,52.12,49.1,0.18,3.2,Direct Debit
INV00001503,CUST00997,SRV000696,2022-10-24,2022-11-22,Enterprise,MYR,277.05,14.19,15.77,278.63,Credit Card
INV00001504,CUST00958,SRV001387,2024-11-13,2024-12-12,Premium,MYR,2421.63,22.24,143.96,2543.35,Credit Card
INV00001505,CUST01015,SRV001281,2024-07-21,2024-08-19,Enterprise,MYR,265.63,46.28,13.16,232.51,E Wallet
INV00001506,CUST00022,SRV001158,2025-08-09,2025-09-07,Premium,MYR,339.18,13.85,19.52,344.85,Bank Transfer
INV00001507,CUST00869,SRV000402,2025-11-11,2025-12-10,Basic,MYR,117.39,4.05,6.8,120.14,FPX
INV00001508,CUST00480,SRV000942,2023-12-08,2024-01-06,Premium,MYR,394.52,11.08,23.01,406.45,FPX
INV00001509,CUST01173,SRV000601,2025-05-29,2025-06-27,Premium,MYR,152.47,25.79,7.6,134.28,Bank Transfer
INV00001510,CUST00722,SRV001362,2020-04-19,2020-05-18,Premium,MYR,597.52,24.01,34.41,607.92,FPX
INV00001511,CUST00187,SRV000490,2024-05-22,2024-06-20,Basic,MYR,156.68,5.94,9.04,159.78,Credit Card
INV00001512,CUST00890,SRV000278,2019-05-30,2019-06-28,Premium,MYR,675.55,30.97,38.67,683.25,FPX
INV00001513,CUST00785,SRV001106,2020-12-21,2021-01-19,Basic,MYR,47.63,30.01,1.06,18.68,Direct Debit
INV00001514,CUST00899,SRV000160,2024-01-05,2024-02-03,Premium,MYR,594.27,5.57,35.32,624.02,Bank Transfer
INV00001515,CUST00695,SRV001031,2022-05-04,2022-06-02,Basic,MYR,143.12,8.14,8.1,143.08,E Wallet
INV00001516,CUST00833,SRV000576,2021-08-21,2021-09-19,Premium,MYR,170.59,1.87,10.12,178.84,FPX
INV00001517,CUST00269,SRV000787,2025-10-17,2025-11-15,Basic,MYR,50.66,40.73,0.6,10.53,Bank Transfer
INV00001518,CUST00150,SRV000729,2019-01-15,2019-02-13,Premium,MYR,310.84,46.7,15.85,279.99,Bank Transfer
INV00001519,CUST00791,SRV001159,2019-12-19,2020-01-17,Enterprise,MYR,858.75,17.84,50.45,891.36,E Wallet
INV00001520,CUST00634,SRV000873,2025-01-17,2025-02-15,Enterprise,MYR,1310.81,2.82,78.48,1386.47,E Wallet
INV00001521,CUST00861,SRV000219,2019-11-01,2019-11-30,Premium,MYR,184.22,13.8,10.23,180.65,E Wallet
INV00001522,CUST00577,SRV000043,2025-09-15,2025-10-14,Basic,MYR,48.34,19.49,1.73,30.58,Credit Card
INV00001523,CUST00690,SRV000240,2021-04-24,2021-05-23,Basic,MYR,202.34,19.45,10.97,193.86,Direct Debit
INV00001524,CUST00997,SRV000696,2023-07-21,2023-08-19,Enterprise,MYR,209.87,49.15,9.64,170.36,Credit Card
INV00001525,CUST00174,SRV000040,2019-02-20,2019-03-21,Standard,MYR,240.62,37.52,12.19,215.29,Credit Card
INV00001526,CUST00202,SRV000715,2023-09-24,2023-10-23,Enterprise,MYR,510.9,38.94,28.32,500.28,FPX
INV00001527,CUST00867,SRV000973,2025-06-02,2025-07-01,Premium,MYR,506.65,42.88,27.83,491.6,E Wallet
INV00001528,CUST00452,SRV000924,2020-09-17,2020-10-16,Premium,MYR,1168.61,27.34,68.48,1209.75,E Wallet
INV00001529,CUST01105,SRV000750,2019-12-19,2020-01-17,Premium,MYR,712.76,11.34,42.09,743.51,Credit Card
INV00001530,CUST00550,SRV000098,2022-04-14,2022-05-13,Premium,MYR,263.12,40.25,13.37,236.24,E Wallet
INV00001531,CUST00487,SRV001098,2022-10-27,2022-11-25,Premium,MYR,729.16,49.12,40.8,720.84,E Wallet
INV00001532,CUST00592,SRV000972,2025-02-12,2025-03-13,Basic,MYR,45.6,5.66,2.4,42.34,E Wallet
INV00001533,CUST00149,SRV000286,2020-10-14,2020-11-12,Standard,MYR,397.57,10.28,23.24,410.53,Credit Card
INV00001534,CUST00352,SRV001475,2020-03-01,2020-03-30,Premium,MYR,250.25,7.64,14.56,257.17,Direct Debit
INV00001535,CUST00081,SRV000903,2021-09-23,2021-10-22,Enterprise,MYR,248.17,39.12,12.54,221.59,FPX
INV00001536,CUST00238,SRV001380,2023-12-25,2024-01-23,Premium,MYR,1079.44,8.0,64.29,1135.73,Direct Debit
INV00001537,CUST01053,SRV000313,2025-09-07,2025-10-06,Basic,MYR,45.52,42.44,0.18,3.26,FPX
INV00001538,CUST00895,SRV000806,2019-11-20,2019-12-19,Enterprise,MYR,471.3,11.13,27.61,487.78,Credit Card
INV00001539,CUST00478,SRV000158,2024-04-25,2024-05-24,Basic,MYR,167.91,17.7,9.01,159.22,Direct Debit
INV00001540,CUST00772,SRV001219,2020-01-30,2020-02-28,Basic,MYR,110.55,11.27,5.96,105.24,Credit Card
INV00001541,CUST00105,SRV000578,2021-01-29,2021-02-27,Basic,MYR,55.66,10.2,2.73,48.19,FPX
INV00001542,CUST00584,SRV000327,2022-06-19,2022-07-18,Enterprise,MYR,425.69,43.35,22.94,405.28,FPX
INV00001543,CUST00455,SRV000258,2022-06-20,2022-07-19,Enterprise,MYR,742.48,24.09,43.1,761.49,Credit Card
INV00001544,CUST00707,SRV000152,2024-07-11,2024-08-09,Premium,MYR,224.08,29.4,11.68,206.36,Direct Debit
INV00001545,CUST00846,SRV000569,2019-08-27,2019-09-25,Enterprise,MYR,1421.6,37.81,83.03,1466.82,Direct Debit
INV00001546,CUST00078,SRV000603,2021-06-04,2021-07-03,Premium,MYR,1099.71,18.0,64.9,1146.61,FPX
INV00001547,CUST00326,SRV000875,2019-08-03,2019-09-01,Premium,MYR,388.04,30.21,21.47,379.3,Bank Transfer
INV00001548,CUST00527,SRV001091,2021-09-20,2021-10-19,Standard,MYR,107.15,24.11,4.98,88.02,E Wallet
INV00001549,CUST00886,SRV001265,2024-06-03,2024-07-02,Basic,MYR,57.54,2.0,3.33,58.87,Credit Card
