service_id,customer_id,service_category,service_status,region,access_technology,router_model,device_os,sla_tier,service_start_date,service_end_date,bandwidth_mbps,monthly_usage_gb,avg_latency_ms,jitter_ms,monthly_outages
SRV000390,CUST00776,Unifi Home,Provisioning,Northern,Fibre,Nokia G 2425G A,Linux,Bronze,2019-02-06,,500,1096,7,24,0
SRV000391,CUST00833,Cloud Compute,Provisioning,Central,Fibre,Huawei HG8145V5,Windows,Gold,2021-01-03,,500,1083,12,11,1
SRV000392,CUST00356,Cloud Compute,Terminated,Sarawak,Fibre,D Link DIR 842,Linux,Gold,2023-10-26,,500,777,11,11,2
SRV000393,CUST00731,Cloud Storage,Active,Southern,Fibre,D Link DIR 842,iOS,Silver,2024-08-03,,300,448,16,27,1
SRV000394,CUST00047,Cloud Compute,Provisioning,Southern,5G,ZTE ZXHN F670L,Embedded,Platinum,2018-12-20,,500,791,19,30,3
SRV000395,CUST01068,Mobile Postpaid,Terminated,Northern,4G/LTE,D Link DIR 842,Embedded,Bronze,2019-01-03,,100,142,55,18,6
SRV000396,CUST00142,Cloud Compute,Provisioning,Northern,5G,TP Link Archer A6,Linux,Gold,2020-12-14,,300,1180,22,27,6
SRV000397,CUST00704,Managed Security,Active,Central,5G,TP Link Archer A6,macOS,Gold,2020-05-28,,1000,1122,17,7,1
SRV000398,CUST00366,IoT Connectivity,Suspended,Central,4G/LTE,Huawei HG8145V5,Windows,Gold,2019-03-08,,1000,996,21,1,5
SRV000399,CUST00867,Mobile Postpaid,Active,Northern,4G/LTE,TP Link Archer A6,macOS,Gold,2023-11-07,,100,60,46,9,0
SRV000400,CUST01000,Cloud Storage,Active,Southern,4G/LTE,Nokia G 2425G A,Windows,Bronze,2022-06-26,,300,196,34,28,1
SRV000401,CUST01180,Unifi Home,Provisioning,Northern,Fibre,Nokia G 2425G A,Linux,Bronze,2019-09-26,,300,1314,12,8,1
SRV000402,CUST00869,Unifi Home,Active,Southern,DSL,ZTE ZXHN F670L,Android,Silver,2024-06-18,,100,949,107,7,3
SRV000403,CUST00574,Cloud Compute,Active,East Coast,5G,ZTE ZXHN F670L,iOS,Gold,2024-04-27,,1000,439,26,25,3
SRV000404,CUST00146,Cloud Storage,Terminated,East Coast,5G,Nokia G 2425G A,Linux,Gold,2020-04-22,2021-06-11,500,823,25,11,4
SRV000405,CUST00703,IoT Connectivity,Active,Northern,5G,ZTE ZXHN F670L,Windows,Silver,2021-09-29,,300,1388,22,5,4
SRV000406,CUST00170,Managed Security,Active,Central,4G/LTE,TP Link Archer A6,Windows,Gold,2019-10-26,,300,1378,42,6,5
SRV000407,CUST00641,Mobile Postpaid,Provisioning,Southern,4G/LTE,Huawei HG8145V5,Android,Gold,2023-04-11,,30,39,45,21,2
SRV000408,CUST00198,Unifi Business,Active,Central,DSL,ZTE ZXHN F670L,Windows,Gold,2021-01-29,,800,804,117,11,1
SRV000409,CUST00123,Cloud Compute,Active,Northern,4G/LTE,Huawei HG8145V5,Linux,Gold,2021-03-01,,500,1048,32,1,4
SRV000410,CUST01121,Cloud Compute,Active,Sabah,Fibre,Huawei HG8145V5,Embedded,Silver,2025-01-12,,300,287,10,24,1
SRV000411,CUST00586,Unifi Business,Provisioning,Northern,Fibre,Huawei HG8145V5,Linux,Silver,2022-01-07,,100,1379,13,3,0
SRV000412,CUST00182,Unifi Home,Active,Central,DSL,Huawei HG8145V5,Windows,Bronze,2020-12-17,,1000,1363,87,23,0
SRV000413,CUST00579,Cloud Storage,Active,Central,5G,ZTE ZXHN F670L,iOS,Gold,2022-01-23,,300,415,20,10,3
SRV000414,CUST00017,Unifi Business,Active,East Coast,Fibre,ZTE ZXHN F670L,iOS,Gold,2018-06-04,,500,1840,16,16,0
SRV000415,CUST00414,Cloud Compute,Active,Southern,4G/LTE,Nokia G 2425G A,Linux,Gold,2019-04-17,,1000,1219,46,3,1
SRV000416,CUST01011,Mobile Postpaid,Active,Northern,5G,ZTE ZXHN F670L,Android,Bronze,2022-05-27,,30,72,26,3,1
SRV000417,CUST00081,Unifi Home,Active,Central,DSL,Nokia G 2425G A,Android,Bronze,2021-11-21,,1000,303,149,21,4
SRV000418,CUST00144,IoT Connectivity,Active,Central,5G,TP Link Archer A6,Windows,Silver,2018-01-22,,100,1484,28,28,4
SRV000419,CUST00074,Mobile Postpaid,Active,Southern,5G,Huawei HG8145V5,Windows,Bronze,2020-08-23,,30,44,24,5,1
SRV000420,CUST00883,Managed Security,Active,East Coast,5G,ZTE ZXHN F670L,Linux,Bronze,2022-03-07,,300,1222,28,3,4
SRV000421,CUST00236,Cloud Storage,Active,Northern,5G,ZTE ZXHN F670L,Android,Bronze,2020-03-20,,300,146,17,9,6
SRV000422,CUST00540,Cloud Compute,Active,Sabah,5G,ZTE ZXHN F670L,Windows,Gold,2023-12-08,,1000,806,11,27,5
SRV000423,CUST01016,Cloud Storage,Active,Central,4G/LTE,Huawei HG8145V5,Windows,Silver,2024-11-04,,1000,411,34,3,6
SRV000424,CUST00773,Cloud Compute,Active,East Coast,Fibre,Huawei HG8145V5,Embedded,Silver,2019-01-14,,100,290,6,11,2
SRV000425,CUST00901,Unifi Home,Terminated,Central,DSL,Nokia G 2425G A,macOS,Bronze,2020-01-17,,800,1017,139,1,0
SRV000426,CUST00708,Cloud Compute,Active,Northern,4G/LTE,D Link DIR 842,Linux,Silver,2023-02-27,,300,607,33,23,3
SRV000427,CUST00122,Unifi Home,Active,East Coast,DSL,TP Link Archer A6,macOS,Gold,2018-05-31,,1000,1214,88,9,5
SRV000428,CUST00100,Cloud Storage,Active,Northern,Fibre,Huawei HG8145V5,Windows,Bronze,2024-10-27,,1000,791,20,10,1
SRV000429,CUST01110,IoT Connectivity,Active,Sarawak,4G/LTE,Huawei HG8145V5,iOS,Silver,2019-06-10,,100,1283,51,6,1
SRV000430,CUST01075,Cloud Compute,Terminated,Central,4G/LTE,Huawei HG8145V5,Embedded,Bronze,2020-09-29,,500,829,40,28,0
SRV000431,CUST00434,Unifi Home,Suspended,Sarawak,DSL,ZTE ZXHN F670L,iOS,Gold,2022-04-23,,300,1793,110,14,3
SRV000432,CUST01112,Mobile Postpaid,Active,Southern,4G/LTE,Huawei HG8145V5,Linux,Gold,2018-08-30,,30,57,80,8,4
SRV000433,CUST00035,Unifi Home,Active,Northern,Fibre,TP Link Archer A6,Linux,Bronze,2023-07-01,,800,1062,13,17,1
SRV000434,CUST00983,Cloud Storage,Active,Sarawak,Fibre,D Link DIR 842,Android,Silver,2023-09-04,,300,316,19,11,1
SRV000435,CUST00346,Cloud Storage,Active,Sabah,Fibre,ZTE ZXHN F670L,Windows,Bronze,2024-08-23,,100,1150,8,4,2
SRV000436,CUST00552,Cloud Storage,Provisioning,Northern,5G,D Link DIR 842,iOS,Gold,2019-08-23,,500,538,22,29,0
SRV000437,CUST00149,Managed Security,Active,East Coast,Fibre,ZTE ZXHN F670L,Windows,Silver,2019-01-07,,300,868,7,3,2
SRV000438,CUST00341,Managed Security,Provisioning,Sarawak,Fibre,TP Link Archer A6,Windows,Silver,2022-09-13,,500,876,16,30,1
SRV000439,CUST00360,Cloud Storage,Active,Central,Fibre,D Link DIR 842,macOS,Silver,2021-03-21,,1000,1025,7,9,0
SRV000440,CUST00407,Cloud Compute,Suspended,Northern,4G/LTE,TP Link Archer A6,Embedded,Silver,2024-04-15,,500,1481,46,26,3
SRV000441,CUST00059,Unifi Home,Active,Sarawak,Fibre,ZTE ZXHN F670L,Android,Silver,2019-09-09,,300,511,20,25,0
SRV000442,CUST00452,Cloud Storage,Provisioning,East Coast,5G,TP Link Archer A6,Embedded,Bronze,2019-02-01,,1000,525,22,26,4
SRV000443,CUST00475,IoT Connectivity,Active,Central,Fibre,Nokia G 2425G A,Windows,Gold,2020-06-02,,1000,143,11,9,0
SRV000444,CUST01175,Unifi Business,Active,Central,DSL,TP Link Archer A6,Android,Gold,2021-04-01,,300,1043,113,28,6
SRV000445,CUST00040,Mobile Postpaid,Active,Northern,4G/LTE,Nokia G 2425G A,Windows,Bronze,2024-09-11,,100,28,20,23,3
SRV000446,CUST00354,Managed Security,Terminated,Central,5G,Nokia G 2425G A,Windows,Gold,2021-11-19,,300,1316,21,9,2
SRV000447,CUST00793,Managed Security,Active,Northern,5G,Huawei HG8145V5,Android,Platinum,2024-12-13,,1000,824,23,5,3
SRV000448,CUST00703,Cloud Compute,Active,Northern,Fibre,ZTE ZXHN F670L,Linux,Platinum,2021-07-16,,1000,519,13,10,1
SRV000449,CUST01188,Cloud Storage,Provisioning,Central,5G,Nokia G 2425G A,iOS,Silver,2022-10-09,,100,938,16,18,1
SRV000450,CUST00333,Cloud Storage,Active,Central,4G/LTE,Nokia G 2425G A,macOS,Bronze,2022-01-25,,100,208,25,15,0
SRV000451,CUST00953,Unifi Home,Active,Southern,DSL,TP Link Archer A6,Embedded,Silver,2019-05-29,,800,353,110,2,6
SRV000452,CUST00555,IoT Connectivity,Active,East Coast,5G,ZTE ZXHN F670L,Embedded,Platinum,2024-09-26,,300,1381,30,28,6
SRV000453,CUST00503,Cloud Storage,Provisioning,Northern,Fibre,Nokia G 2425G A,iOS,Gold,2019-02-05,,300,1481,20,23,1
SRV000454,CUST00831,Managed Security,Active,East Coast,4G/LTE,ZTE ZXHN F670L,Embedded,Silver,2020-02-01,,1000,767,44,9,5
SRV000455,CUST00935,Cloud Storage,Active,East Coast,Fibre,TP Link Archer A6,macOS,Silver,2024-05-11,,1000,176,13,3,2
SRV000456,CUST00005,Cloud Storage,Provisioning,Southern,Fibre,ZTE ZXHN F670L,Linux,Bronze,2019-09-08,,1000,627,13,13,2
SRV000457,CUST00168,Unifi Home,Terminated,East Coast,DSL,Huawei HG8145V5,Android,Silver,2018-05-25,,500,553,118,28,3
SRV000458,CUST00436,Cloud Compute,Terminated,Northern,Fibre,Huawei HG8145V5,Linux,Platinum,2021-06-20,,500,1245,20,15,0
SRV000459,CUST00116,Cloud Storage,Active,Central,Fibre,Huawei HG8145V5,Windows,Bronze,2019-10-18,,100,421,7,25,2
SRV000460,CUST01137,Unifi Home,Active,Northern,Fibre,Huawei HG8145V5,Linux,Bronze,2020-07-09,,100,1458,18,22,1
SRV000461,CUST00844,Unifi Business,Active,Sabah,Fibre,Huawei HG8145V5,macOS,Platinum,2018-05-29,,500,1140,7,14,1
SRV000462,CUST00825,Mobile Postpaid,Terminated,Northern,5G,ZTE ZXHN F670L,iOS,Silver,2019-09-10,,30,134,11,26,1
SRV000463,CUST00999,Unifi Home,Active,Northern,Fibre,D Link DIR 842,Embedded,Silver,2024-06-20,,1000,660,10,2,1
SRV000464,CUST00072,Mobile Postpaid,Active,Central,4G/LTE,Nokia G 2425G A,iOS,Silver,2022-03-13,,100,145,66,10,4
SRV000465,CUST00902,Managed Security,Terminated,East Coast,Fibre,Nokia G 2425G A,Linux,Silver,2020-12-16,2023-11-06,500,1478,13,26,1
SRV000466,CUST00809,Cloud Compute,Active,Sabah,5G,D Link DIR 842,Linux,Bronze,2018-02-25,,100,1324,26,6,4
SRV000467,CUST00211,Cloud Storage,Terminated,Sarawak,5G,D Link DIR 842,Linux,Silver,2022-02-04,,100,496,19,11,6
SRV000468,CUST00272,Cloud Compute,Active,Central,5G,Huawei HG8145V5,Linux,Gold,2021-10-30,,100,543,14,28,5
SRV000469,CUST00797,Cloud Compute,Active,Sarawak,5G,D Link DIR 842,iOS,Bronze,2025-01-19,,100,1045,18,25,6
SRV000470,CUST00081,Cloud Storage,Active,Central,Fibre,D Link DIR 842,macOS,Bronze,2021-12-06,,300,656,19,13,2
SRV000471,CUST00981,Cloud Compute,Active,East Coast,5G,Nokia G 2425G A,iOS,Bronze,2019-07-29,,100,226,21,27,6
SRV000472,CUST00430,Cloud Storage,Provisioning,Southern,5G,Nokia G 2425G A,iOS,Bronze,2020-04-05,,1000,572,16,9,1
SRV000473,CUST00307,IoT Connectivity,Terminated,East Coast,4G/LTE,D Link DIR 842,iOS,Gold,2020-03-29,,1000,386,77,26,6
SRV000474,CUST00449,Managed Security,Provisioning,Southern,Fibre,TP Link Archer A6,macOS,Silver,2022-02-25,,300,569,20,27,2
SRV000475,CUST00109,Unifi Home,Active,Sarawak,Fibre,Huawei HG8145V5,Embedded,Bronze,2023-11-09,,300,1721,19,1,1
SRV000476,CUST00405,Mobile Postpaid,Active,Central,5G,ZTE ZXHN F670L,Embedded,Silver,2024-07-26,,30,91,21,13,5
SRV000477,CUST00169,Mobile Postpaid,Active,Sabah,4G/LTE,Nokia G 2425G A,Embedded,Gold,2020-08-26,,100,76,48,4,4
SRV000478,CUST01073,Cloud Storage,Provisioning,Sabah,4G/LTE,ZTE ZXHN F670L,Linux,Platinum,2018-05-20,,1000,1206,21,29,5
SRV000479,CUST00791,Cloud Compute,Active,East Coast,4G/LTE,TP Link Archer A6,Windows,Bronze,2019-01-10,,300,296,43,16,5
SRV000480,CUST01105,Cloud Compute,Active,Sarawak,4G/LTE,Huawei HG8145V5,Linux,Silver,2018-09-01,,300,397,60,27,3
SRV000481,CUST00406,IoT Connectivity,Active,Northern,4G/LTE,TP Link Archer A6,macOS,Silver,2019-11-03,,300,1401,71,19,0
SRV000482,CUST00453,IoT Connectivity,Active,Northern,4G/LTE,D Link DIR 842,Embedded,Gold,2018-04-17,,300,264,64,12,0
SRV000483,CUST00488,Cloud Compute,Active,East Coast,4G/LTE,TP Link Archer A6,macOS,Gold,2020-12-25,,500,843,69,3,5
SRV000484,CUST00062,Cloud Compute,Active,Sarawak,5G,D Link DIR 842,Linux,Gold,2022-05-24,,1000,1406,11,13,5
SRV000485,CUST00938,Mobile Postpaid,Terminated,Sarawak,4G/LTE,D Link DIR 842,Linux,Bronze,2022-02-08,2024-03-09,100,83,29,18,4
SRV000486,CUST00734,IoT Connectivity,Active,Central,4G/LTE,ZTE ZXHN F670L,iOS,Gold,2019-04-03,,500,400,74,16,3
SRV000487,CUST00346,Mobile Postpaid,Active,Sabah,4G/LTE,Nokia G 2425G A,Linux,Bronze,2024-10-10,,100,95,33,19,5
SRV000488,CUST00850,Cloud Compute,Active,Sarawak,5G,Nokia G 2425G A,Windows,Platinum,2020-09-11,,100,511,27,19,2
SRV000489,CUST00657,Cloud Compute,Active,Central,5G,TP Link Archer A6,iOS,Bronze,2024-11-09,,1000,544,11,2,1
SRV000490,CUST00187,Unifi Home,Provisioning,East Coast,DSL,D Link DIR 842,iOS,Bronze,2022-11-29,,300,1598,101,12,5
SRV000491,CUST00800,Cloud Storage,Active,Southern,4G/LTE,Huawei HG8145V5,iOS,Gold,2022-09-21,,500,1134,48,9,4
SRV000492,CUST00438,Unifi Home,Active,Northern,Fibre,ZTE ZXHN F670L,macOS,Bronze,2022-06-27,,100,819,18,13,2
SRV000493,CUST00047,Cloud Storage,Active,Southern,4G/LTE,Huawei HG8145V5,Linux,Bronze,2019-01-04,,300,1460,50,17,2
SRV000494,CUST00744,Cloud Compute,Active,Southern,5G,ZTE ZXHN F670L,macOS,Silver,2023-11-21,,300,1115,13,30,3
SRV000495,CUST00600,Cloud Storage,Active,Southern,4G/LTE,ZTE ZXHN F670L,Android,Silver,2019-12-06,,300,656,46,14,4
SRV000496,CUST00615,Cloud Storage,Terminated,East Coast,Fibre,Huawei HG8145V5,macOS,Silver,2020-02-13,2022-02-11,100,766,9,17,2
SRV000497,CUST00062,Cloud Storage,Active,Sarawak,5G,ZTE ZXHN F670L,macOS,Silver,2022-05-10,,500,1020,24,3,4
SRV000498,CUST01083,IoT Connectivity,Active,Northern,5G,TP Link Archer A6,iOS,Gold,2019-01-19,,100,1341,22,17,2
SRV000499,CUST00439,IoT Connectivity,Active,Central,Fibre,TP Link Archer A6,Android,Silver,2023-08-08,,1000,674,17,26,2
SRV000500,CUST00339,Cloud Compute,Terminated,East Coast,5G,Huawei HG8145V5,Windows,Bronze,2023-12-26,,500,462,13,6,6
SRV000501,CUST00210,Cloud Compute,Active,East Coast,Fibre,Nokia G 2425G A,Linux,Bronze,2023-09-13,,100,529,15,28,1
SRV000502,CUST00860,Cloud Compute,Active,Northern,Fibre,TP Link Archer A6,macOS,Gold,2024-07-05,,1000,924,13,15,1
SRV000503,CUST00942,Cloud Storage,Provisioning,East Coast,4G/LTE,ZTE ZXHN F670L,Embedded,Silver,2022-06-03,,1000,266,31,6,0
SRV000504,CUST00693,Unifi Home,Terminated,Sarawak,Fibre,Nokia G 2425G A,Embedded,Bronze,2022-07-11,2023-03-10,1000,1815,18,23,2
SRV000505,CUST00144,IoT Connectivity,Terminated,Central,Fibre,ZTE ZXHN F670L,Windows,Silver,2018-03-15,,300,540,11,12,0
SRV000506,CUST01114,Managed Security,Provisioning,Central,4G/LTE,D Link DIR 842,Android,Silver,2024-01-08,,500,746,67,1,6
SRV000507,CUST00054,Cloud Compute,Active,East Coast,5G,Huawei HG8145V5,macOS,Bronze,2018-03-02,,100,477,19,26,2
SRV000508,CUST00954,Unifi Home,Terminated,Central,Fibre,TP Link Archer A6,macOS,Bronze,2020-04-08,2022-12-10,100,1424,14,20,2
SRV000509,CUST01185,Unifi Home,Active,East Coast,Fibre,TP Link Archer A6,Android,Gold,2018-07-14,,100,1378,8,22,2
SRV000510,CUST00456,Cloud Storage,Active,East Coast,Fibre,Nokia G 2425G A,Linux,Silver,2019-07-08,,100,1089,5,18,0
SRV000511,CUST00638,Mobile Postpaid,Active,Northern,5G,Huawei HG8145V5,macOS,Gold,2018-10-05,,30,145,13,20,3
SRV000512,CUST00172,Mobile Postpaid,Terminated,Sabah,5G,Huawei HG8145V5,iOS,Bronze,2023-11-25,2024-05-12,100,61,14,2,4
SRV000513,CUST00544,Unifi Home,Provisioning,Sarawak,DSL,Huawei HG8145V5,Linux,Gold,2023-03-18,,800,1215,126,17,4
SRV000514,CUST00715,Managed Security,Active,Southern,5G,TP Link Archer A6,macOS,Bronze,2024-04-06,,100,239,15,29,3
SRV000515,CUST00269,Unifi Home,Active,Southern,DSL,D Link DIR 842,macOS,Platinum,2024-04-05,,100,1079,120,16,5
SRV000516,CUST00192,Mobile Postpaid,Active,Northern,4G/LTE,ZTE ZXHN F670L,Embedded,Bronze,2023-01-06,,30,53,75,22,5
SRV000517,CUST00472,IoT Connectivity,Suspended,Sabah,Fibre,Huawei HG8145V5,Android,Silver,2023-01-25,2024-12-12,1000,1289,9,2,1
SRV000518,CUST00309,Cloud Compute,Active,East Coast,5G,TP Link Archer A6,macOS,Silver,2023-08-09,,100,141,28,23,3
SRV000519,CUST00221,Cloud Storage,Suspended,Central,Fibre,TP Link Archer A6,Windows,Bronze,2018-03-26,,100,388,6,27,0
SRV000520,CUST00865,Unifi Business,Active,Central,Fibre,TP Link Archer A6,Android,Platinum,2020-12-13,,100,718,13,24,1
SRV000521,CUST00088,Unifi Home,Provisioning,Northern,Fibre,ZTE ZXHN F670L,Windows,Bronze,2021-02-24,,300,759,18,19,1
SRV000522,CUST00540,Cloud Compute,Active,Sabah,5G,ZTE ZXHN F670L,Linux,Bronze,2024-01-04,,500,1127,11,14,6
SRV000523,CUST00270,Cloud Storage,Active,East Coast,5G,D Link DIR 842,macOS,Silver,2023-07-06,,500,1270,30,2,3
SRV000524,CUST00529,Cloud Compute,Active,Sabah,5G,ZTE ZXHN F670L,Windows,Silver,2020-02-26,,100,694,29,12,3
SRV000525,CUST00908,Cloud Storage,Active,Southern,Fibre,Nokia G 2425G A,Windows,Bronze,2024-10-06,,100,1329,16,7,0
SRV000526,CUST00197,Cloud Storage,Terminated,Southern,5G,D Link DIR 842,iOS,Silver,2022-02-07,,100,1061,19,22,5
SRV000527,CUST00769,IoT Connectivity,Active,Northern,Fibre,Huawei HG8145V5,Embedded,Silver,2024-04-04,,1000,894,7,4,1
SRV000528,CUST00793,Cloud Compute,Provisioning,Northern,4G/LTE,D Link DIR 842,Linux,Bronze,2024-10-09,,500,1322,53,5,2
SRV000529,CUST00820,IoT Connectivity,Active,East Coast,4G/LTE,D Link DIR 842,Linux,Gold,2018-12-24,,1000,856,44,6,6
SRV000530,CUST01020,Managed Security,Suspended,Northern,5G,ZTE ZXHN F670L,iOS,Bronze,2022-10-01,,1000,370,16,3,5
SRV000531,CUST00303,Cloud Storage,Active,Central,Fibre,Huawei HG8145V5,Windows,Silver,2018-04-14,,100,101,15,24,2
SRV000532,CUST00633,Cloud Storage,Suspended,East Coast,5G,Huawei HG8145V5,Android,Bronze,2023-10-22,2025-01-01,300,116,30,12,5
SRV000533,CUST00467,Cloud Compute,Active,Northern,Fibre,Huawei HG8145V5,Embedded,Bronze,2018-06-11,,500,947,5,11,2
SRV000534,CUST00471,Cloud Storage,Provisioning,Northern,Fibre,Huawei HG8145V5,iOS,Gold,2018-04-28,,100,1338,7,29,0
SRV000535,CUST01186,Cloud Compute,Terminated,Central,4G/LTE,Huawei HG8145V5,Embedded,Bronze,2019-04-08,,100,675,75,1,6
SRV000536,CUST01103,Managed Security,Active,Sarawak,5G,Huawei HG8145V5,Embedded,Gold,2024-06-17,,1000,1311,27,5,5
SRV000537,CUST00623,Unifi Home,Provisioning,Northern,Fibre,ZTE ZXHN F670L,Linux,Gold,2019-04-15,,300,389,11,16,2
SRV000538,CUST01159,IoT Connectivity,Active,Northern,Fibre,ZTE ZXHN F670L,Android,Gold,2022-08-20,,1000,408,14,6,1
SRV000539,CUST00705,Managed Security,Active,East Coast,4G/LTE,D Link DIR 842,iOS,Gold,2023-07-09,,1000,1024,38,25,6
SRV000540,CUST00711,Cloud Compute,Active,Northern,4G/LTE,TP Link Archer A6,macOS,Gold,2021-02-23,,300,500,67,25,3
SRV000541,CUST00306,Cloud Compute,Active,Northern,4G/LTE,Huawei HG8145V5,iOS,Silver,2020-07-09,,500,339,24,29,3
SRV000542,CUST01079,IoT Connectivity,Provisioning,Northern,4G/LTE,ZTE ZXHN F670L,Windows,Bronze,2019-11-11,,500,788,43,8,4
SRV000543,CUST01080,Mobile Postpaid,Active,Northern,4G/LTE,Huawei HG8145V5,Android,Platinum,2020-11-07,,100,141,47,13,3
SRV000544,CUST00091,Mobile Postpaid,Active,East Coast,4G/LTE,TP Link Archer A6,Windows,Silver,2020-09-10,,100,40,66,22,1
SRV000545,CUST00114,Cloud Storage,Active,Central,Fibre,Huawei HG8145V5,Embedded,Gold,2024-01-22,,500,1337,11,4,1
SRV000546,CUST00280,Managed Security,Active,Sabah,4G/LTE,ZTE ZXHN F670L,Linux,Gold,2019-10-15,,500,639,34,1,5
SRV000547,CUST00250,Unifi Home,Suspended,East Coast,Fibre,TP Link Archer A6,Windows,Bronze,2023-06-26,,500,921,19,10,1
SRV000548,CUST00420,Cloud Compute,Active,Northern,4G/LTE,D Link DIR 842,Android,Gold,2022-05-12,,500,564,34,27,1
SRV000549,CUST00567,IoT Connectivity,Terminated,Central,Fibre,Nokia G 2425G A,Linux,Gold,2023-04-24,,100,151,6,24,0
SRV000550,CUST00620,Mobile Postpaid,Active,East Coast,4G/LTE,TP Link Archer A6,Embedded,Silver,2023-08-15,,100,125,60,3,5
SRV000551,CUST01087,IoT Connectivity,Active,Sarawak,5G,Nokia G 2425G A,Linux,Bronze,2022-10-06,,300,336,21,19,4
SRV000552,CUST00315,Managed Security,Active,Northern,Fibre,D Link DIR 842,Linux,Platinum,2020-12-02,,300,1105,14,19,0
SRV000553,CUST00432,Mobile Postpaid,Active,East Coast,5G,Huawei HG8145V5,iOS,Gold,2023-08-30,,100,30,24,1,2
SRV000554,CUST00923,Mobile Postpaid,Provisioning,East Coast,4G/LTE,Nokia G 2425G A,iOS,Silver,2024-09-23,,100,99,49,16,5
SRV000555,CUST01017,Cloud Compute,Active,Northern,Fibre,Huawei HG8145V5,Linux,Bronze,2024-09-15,,1000,125,5,22,1
SRV000556,CUST00774,Mobile Postpaid,Active,Southern,5G,ZTE ZXHN F670L,iOS,Silver,2019-04-26,,30,50,28,27,1
SRV000557,CUST01032,Managed Security,Suspended,Sabah,4G/LTE,Huawei HG8145V5,Linux,Gold,2020-09-11,,1000,373,47,9,5
SRV000558,CUST00442,Mobile Postpaid,Active,Northern,5G,TP Link Archer A6,Embedded,Silver,2021-05-01,,100,62,11,29,3
SRV000559,CUST00822,Managed Security,Active,Central,5G,Nokia G 2425G A,Windows,Platinum,2022-07-06,,300,514,18,21,2
SRV000560,CUST00422,Cloud Compute,Active,Northern,4G/LTE,TP Link Archer A6,macOS,Gold,2024-02-13,,100,330,53,22,2
SRV000561,CUST00887,Cloud Compute,Active,East Coast,5G,Huawei HG8145V5,Android,Bronze,2021-12-30,,300,1057,27,22,0
SRV000562,CUST00971,Unifi Home,Active,Northern,DSL,Huawei HG8145V5,Linux,Bronze,2020-04-12,,100,370,132,24,2
SRV000563,CUST01187,Cloud Compute,Terminated,Central,4G/LTE,Nokia G 2425G A,Embedded,Silver,2018-07-21,2019-10-07,300,250,59,8,3
SRV000564,CUST01176,Cloud Compute,Terminated,Sabah,Fibre,D Link DIR 842,iOS,Platinum,2024-01-11,,1000,463,20,13,1
SRV000565,CUST00876,Cloud Storage,Active,Northern,5G,Nokia G 2425G A,iOS,Bronze,2023-10-21,,1000,247,16,27,6
SRV000566,CUST00633,Unifi Home,Active,East Coast,DSL,ZTE ZXHN F670L,macOS,Bronze,2023-12-25,,100,1321,149,26,2
SRV000567,CUST00367,Cloud Storage,Provisioning,Central,Fibre,Huawei HG8145V5,iOS,Silver,2019-06-24,,1000,931,8,12,0
SRV000568,CUST00068,Unifi Business,Active,Sabah,Fibre,ZTE ZXHN F670L,Windows,Silver,2024-12-21,,500,779,10,24,0
SRV000569,CUST00846,Cloud Compute,Active,Northern,Fibre,ZTE ZXHN F670L,Windows,Platinum,2018-10-01,,100,278,5,28,2
SRV000570,CUST01075,Cloud Storage,Active,Central,5G,TP Link Archer A6,Linux,Silver,2020-08-19,,500,1387,29,19,0
SRV000571,CUST00702,Cloud Storage,Active,Central,4G/LTE,ZTE ZXHN F670L,Linux,Bronze,2021-11-15,,1000,1045,62,8,3
SRV000572,CUST00926,Mobile Postpaid,Terminated,Central,4G/LTE,ZTE ZXHN F670L,Android,Gold,2020-10-18,,30,130,39,8,5
SRV000573,CUST00356,Unifi Business,Active,Sarawak,DSL,Nokia G 2425G A,macOS,Silver,2023-11-11,,500,943,140,4,5
SRV000574,CUST00746,Cloud Compute,Terminated,Southern,5G,Nokia G 2425G A,iOS,Bronze,2021-10-24,,100,342,13,22,2
SRV000575,CUST00632,Unifi Home,Suspended,Northern,Fibre,D Link DIR 842,iOS,Silver,2019-08-06,,800,209,18,17,1
SRV000576,CUST00833,IoT Connectivity,Active,Central,4G/LTE,Nokia G 2425G A,Linux,Gold,2020-11-24,,500,1479,58,16,1
SRV000577,CUST00711,IoT Connectivity,Active,Northern,5G,Nokia G 2425G A,Windows,Gold,2021-03-16,,300,941,18,9,3
SRV000578,CUST00105,Mobile Postpaid,Active,East Coast,5G,D Link DIR 842,Linux,Gold,2020-09-01,,100,109,29,13,6
SRV000579,CUST00541,Cloud Compute,Active,East Coast,4G/LTE,D Link DIR 842,Linux,Silver,2021-08-23,,500,1006,67,3,2
SRV000580,CUST00725,Cloud Compute,Active,Northern,5G,TP Link Archer A6,Windows,Gold,2024-04-14,,300,618,10,25,2
SRV000581,CUST00495,Managed Security,Active,Northern,4G/LTE,ZTE ZXHN F670L,macOS,Gold,2020-05-04,,1000,744,76,8,5
SRV000582,CUST00530,Cloud Compute,Suspended,East Coast,Fibre,D Link DIR 842,Windows,Bronze,2020-10-25,,1000,1175,5,12,0
SRV000583,CUST01090,Mobile Postpaid,Active,East Coast,4G/LTE,D Link DIR 842,macOS,Bronze,2024-08-23,,30,83,46,20,3
SRV000584,CUST00621,Unifi Home,Provisioning,Northern,Fibre,ZTE ZXHN F670L,Linux,Bronze,2018-12-27,,100,1844,13,3,1
